mainform;variation;count;details
rotte-ca;rotte-ca, rottes-ca, rot-ca, rote-ca, rotca, rottes-cas, rottent-ca, rot-ka, rotte-ca', rotte-cas, rotteca, rrote-ca, 'rottes-ca';133;rotte-ca (94), rottes-ca (15), rot-ca (7), rote-ca (4), rotca (3), rottes-cas (2), rottent-ca (2), rot-ka (1), rotte-ca' (1), rotte-cas (1), rotteca (1), rrote-ca (1), 'rottes-ca' (1)
vago;vago, vagos, vag';61;vago (55), vagos (5), vag' (1)
gov';gov', govs, gov's;106;gov' (101), govs (4), gov's (1)
hebs;hebs, hèbs;124;hebs (116), hèbs (8)
tiep;tiep, tiep', tièp, tié-p', tièp', tiép, tiép', tié-p, 'tié-p', 'tiep', tier-p', tie-p, tie-p';91;tiep (47), tiep' (10), tièp (7), tié-p' (6), tièp' (6), tiép (4), tiép' (3), tié-p (2), 'tié-p' (2), 'tiep' (1), tier-p' (1), tie-p (1), tie-p' (1)
ous-s;ous-s, ouss, ous', ouss', 'ous, ou-s, ou-sses;107;ous-s (33), ouss (27), ous' (20), ouss' (12), 'ous (8), ou-s (6), ou-sses (1)
keus;keus, keuss, keuss', keus', keusse, que-s, keusses, ke-se;123;keus (56), keuss (50), keuss' (6), keus' (6), keusse (2), que-s (1), keusses (1), ke-se (1)
fe-meu;fe-meu, feumeu, feu-meu, femeu, feu-me, femeus, fe-me, feu-meus, fe-meus, fe-mmeu, f-meu, feu-mes, feu-mme, feu-mmes;113;fe-meu (32), feumeu (29), feu-meu (24), femeu (9), feu-me (3), femeus (3), fe-me (2), feu-meus (2), fe-meus (2), fe-mmeu (2), f-meu (2), feu-mes (1), feu-mme (1), feu-mmes (1)
pouki;pouki, pookie, poukis, poukie, pookies, poukies, pouci, poukri, poucis, pouk, pouc', pouc's, pouky, ex-poukis, poucas, poukpouk;116;pouki (37), pookie (21), poukis (21), poukie (13), pookies (8), poukies (5), pouci (2), poukri (1), poucis (1), pouk (1), pouc' (1), pouc's (1), pouky (1), ex-poukis (1), poucas (1), poukpouk (1)
rodave;rodave, rodav, rodaves, rodav', rodavent;112;rodave (91), rodav (11), rodaves (5), rodav' (3), rodavent (2)
sheesh;sheesh, cheech, sheeesh, shesh, sheeshee, shesssh, sheeh, sheee;41;sheesh (30), cheech (3), sheeesh (2), shesh (2), sheeshee (1), shesssh (1), sheeh (1), sheee (1)
she-ca;she-ca, ché-ca, cher-ca, cher-cher, che-ca, chée-ca, sheca, chées-ca, chés-ca, chéca, checa, 'she-ca', she-ca';108;she-ca (33), ché-ca (21), cher-ca (16), cher-cher (16), che-ca (5), chée-ca (4), sheca (3), chées-ca (3), chés-ca (2), chéca (2), checa (1), 'she-ca' (1), she-ca' (1)
kické;kické, kickent, kickes, kickais, kickait, kickant, kickerai, kickez, kickés, kickée;130;kické (40), kickent (29), kickes (16), kickais (16), kickait (9), kickant (8), kickerai (6), kickez (3), kickés (2), kickée (1)
shlass;shlass, schlasser, shlasser, schlassé, shlas, shlasse, schlassent, shlasses, schlas, schlassait, schlassant, schlasseur, schlassée, shlassons, shlassé, shlassés;152;shlass (104), schlasser (16), shlasser (8), schlassé (4), shlas (4), shlasse (4), schlassent (2), shlasses (2), schlas (1), schlassait (1), schlassant (1), schlasseur (1), schlassée (1), shlassons (1), shlassé (1), shlassés (1)
tho-my;tho-my, thos-my, thomy, tho-mi, thos-my', thos-mi;117;tho-my (65), thos-my (40), thomy (5), tho-mi (4), thos-my' (2), thos-mi (1)
broliqué;broliqué, broliqués, broliker, broliquée, broliquer, breliké, broliké, breliqué, brolické, brolike, breliquées;93;broliqué (49), broliqués (12), broliker (6), broliquée (5), broliquer (5), breliké (4), broliké (4), breliqué (3), brolické (3), brolike (1), breliquées (1)
kichta;kichta, kichtas;78;kichta (68), kichtas (10)
you-voi;you-voi, yous-voi, youvois, youvoi, yous-voy, you-voy, you-vois, yous-vo, youx-voi, you-vo, yous-vo', youvoie;111;you-voi (40), yous-voi (15), youvois (15), youvoi (13), yous-voy (9), you-voy (6), you-vois (4), yous-vo (3), youx-voi (2), you-vo (2), yous-vo' (1), youvoie (1)
insta;insta, insta';121;insta (77), insta' (44)
phone-tel;phone-tel, phone-tél, phonetel, phone-tel', phones-tel, phonetel';71;phone-tel (49), phone-tél (11), phonetel (6), phone-tel' (3), phones-tel (1), phonetel' (1)
yeuks;yeuks, yeuk, yeuc, yeuc', yeucs, illes-c', ieucs', lleuc', illes-c, yeucs', ille-c, 'illes-c', yeuks', 'yeuks, lleucs, illes-c's;90;yeuks (41), yeuk (19), yeuc (5), yeuc' (5), yeucs (5), illes-c' (3), ieucs' (2), lleuc' (2), illes-c (1), yeucs' (1), ille-c (1), 'illes-c' (1), yeuks' (1), 'yeuks (1), lleucs (1), illes-c's (1)
youv;youv, youv', youvs, yous-v', youves, yous-v, youves', you-v';88;youv (48), youv' (20), youvs (11), yous-v' (3), youves (3), yous-v (1), youves' (1), you-v' (1)
habibi;habibi, habiba;38;habibi (27), habiba (11)
mood;mood;129;
snitch;snitch, snitchs, snitchent, snitché, snich;87;snitch (66), snitchs (18), snitchent (1), snitché (1), snich (1)
vils-ci;vils-ci, vil-ci, vile-ci, viles-ci, vilci, ville-zi, vilssie, vilcis, vil-cies, vil-cis;106;vils-ci (46), vil-ci (43), vile-ci (4), viles-ci (4), vilci (3), ville-zi (2), vilssie (1), vilcis (1), vil-cies (1), vil-cis (1)
baggy;baggy, baggies;124;baggy (121), baggies (3)
gole-ri;gole-ri, golri, goleri, golent-ri, 'gole-ri', goler-ri, goles-ri, golerie, gol'ri, go-lri;118;gole-ri (67), golri (30), goleri (10), golent-ri (4), 'gole-ri' (2), goler-ri (1), goles-ri (1), golerie (1), gol'ri (1), go-lri (1)
goumer;goumer, goume, goumé, goument, goumés, goumée, goumant;55;goumer (23), goume (16), goumé (6), goument (6), goumés (2), goumée (1), goumant (1)
transac';transac', transac, transacs, transacs', transact';104;transac' (77), transac (13), transacs (12), transacs' (1), transact' (1)
tox';tox', toxs, toxo, toxs', tox's, toxos, toxes, toxo';114;tox' (73), toxs (24), toxo (7), toxs' (3), tox's (2), toxos (2), toxes (2), toxo' (1)
bon-char;bon-char, bonchar, bonne-char;76;bon-char (67), bonchar (7), bonne-char (2)
plavon;plavon, plavons;104;plavon (65), plavons (39)
son-mai;son-mai, zonmé, zonmai, sons-mai, sonmai;72;son-mai (62), zonmé (5), zonmai (2), sons-mai (2), sonmai (1)
crazy;crazy;121;
rents-pa;rents-pa, ren-pa, rent-pas, rentspas, renpa, ren-pas;112;rents-pa (100), ren-pa (6), rent-pas (3), rentspas (1), renpa (1), ren-pas (1)
tweet;tweet, tweets, tweeter, tweete, retweet, tweeté, retweete, retweets, tweetent, retweetés, tweetes, retweetes, retweeter, retweetent;75;tweet (20), tweets (19), tweeter (7), tweete (6), retweet (5), tweeté (4), retweete (3), retweets (3), tweetent (2), retweetés (2), tweetes (1), retweetes (1), retweeter (1), retweetent (1)
fouf;fouf, fouffe, foufs, fouf', foufes, foufe;112;fouf (41), fouffe (25), foufs (24), fouf' (13), foufes (6), foufe (3)
rdv;rdv;121;
youth;youth, youth';72;youth (71), youth' (1)
fala;fala, falas, fala';79;fala (41), falas (37), fala' (1)
re-sta;re-sta, reusta, reu-sta, reustas, 're-sta', re-star, rreu-sta, 'rre-sta', reus-ta;77;re-sta (47), reusta (16), reu-sta (6), reustas (2), 're-sta' (2), re-star (1), rreu-sta (1), 'rre-sta' (1), reus-ta (1)
tchop;tchop, tchope;66;tchop (64), tchope (2)
khalass;khalass, khalas, khalasse, khalass';99;khalass (89), khalas (6), khalasse (3), khalass' (1)
booty;booty, booties, bootie;67;booty (64), booties (2), bootie (1)
ce-vi;ce-vi, ces-vi, ce-vis, ces-vis, 'ces-vi', ceu-vi, ce-vi';127;ce-vi (96), ces-vi (25), ce-vis (2), ces-vis (1), 'ces-vi' (1), ceu-vi (1), ce-vi' (1)
cojones;cojones, cojo, cojos, cojo', cojoness;95;cojones (77), cojo (8), cojos (5), cojo' (4), cojoness (1)
ner-tour;ner-tour, né-tour, ne-tour, nétour, née-tour, ner-tou, netour, nées-tour, nés-tour;103;ner-tour (42), né-tour (40), ne-tour (8), nétour (7), née-tour (2), ner-tou (1), netour (1), nées-tour (1), nés-tour (1)
oigt-d;oigt-d, oid', oigts-d, oids, oigt, oidgts, oidts, oid-gt, oid-gts, oig-d, oidgt, oid's, oigt-de, oits-d, oi-d;68;oigt-d (24), oid' (13), oigts-d (11), oids (6), oigt (2), oidgts (2), oidts (2), oid-gt (1), oid-gts (1), oig-d (1), oidgt (1), oid's (1), oigt-de (1), oits-d (1), oi-d (1)
postiché;postiché, postichés, postichée, postichent;87;postiché (56), postichés (26), postichée (3), postichent (2)
ouf;ouf, oufs, ouf', ou-f;468;ouf (387), oufs (75), ouf' (4), ou-f (2)
proc';proc', proc's;109;proc' (108), proc's (1)
réput';réput', réput, réput's, réputs;110;réput' (98), réput (10), réput's (1), réputs (1)
chibre;chibre, chibres;108;chibre (83), chibres (25)
busy;busy;111;
mano;mano, manos;60;mano (53), manos (7)
mcdo;mcdo, macdo, mcdo', mcd'oz, mac-do;106;mcdo (47), macdo (46), mcdo' (11), mcd'oz (1), mac-do (1)
fonscar;fonscar, fonskar, fonscars, foncecar, fons-car, fonse-car, fonsscar, fonscard, fonce-car;82;fonscar (64), fonskar (6), fonscars (3), foncecar (3), fons-car (2), fonse-car (1), fonsscar (1), fonscard (1), fonce-car (1)
keum;keum, keums, keum', que-mè, que-mé';99;keum (62), keums (31), keum' (4), que-mè (1), que-mé' (1)
lol;lol, lol's;74;lol (73), lol's (1)
tisse-mé;tisse-mé, tissmé, tisses-mé, tismé, tiss-mé, tissmés, tismés, 'tisse-mé', tismé's, tismée, 'tisses-mé';91;tisse-mé (35), tissmé (15), tisses-mé (10), tismé (10), tiss-mé (10), tissmés (4), tismés (2), 'tisse-mé' (2), tismé's (1), tismée (1), 'tisses-mé' (1)
beurette;beurette, beurettes;91;beurette (50), beurettes (41)
bsahtek;bsahtek, bsartek, psahtek, psartek, bsahteck, psahteck, bsartik, bsahrtek, bsahtik, bsateck, bsathek, bshatek, psartik, bzahtek, bzartek;98;bsahtek (58), bsartek (10), psahtek (9), psartek (8), bsahteck (2), psahteck (2), bsartik (1), bsahrtek (1), bsahtik (1), bsateck (1), bsathek (1), bshatek (1), psartik (1), bzahtek (1), bzartek (1)
cer-su;cer-su, cé-su, césu, ce-su, cer-us', cer-u-s, cer-us, cer-su', ces-su, cé-us, cé-us';117;cer-su (67), cé-su (34), césu (4), ce-su (2), cer-us' (2), cer-u-s (2), cer-us (2), cer-su' (1), ces-su (1), cé-us (1), cé-us' (1)
drive-by;drive-by;109;
grinder;grinder, grind, grinderz, grinde, grindent, grindeuse;54;grinder (31), grind (11), grinderz (8), grinde (2), grindent (1), grindeuse (1)
gue-din;gue-din, guedin, gues-din, guedins, gue-din', geu-din;71;gue-din (45), guedin (14), gues-din (6), guedins (4), gue-din' (1), geu-din (1)
ienb;ienb, ien-b, ienb', ien-b', ienbs, i-enb;55;ienb (28), ien-b (18), ienb' (4), ien-b' (2), ienbs (2), i-enb (1)
playa;playa;111;
sah;sah, sahr;93;sah (92), sahr (1)
tel';tel';37;tel' (37)
scarlas;scarlas, scarla, scar-las, 'scards-la', scar'la, scarlats, skarla, skarlas, 'scard-la';84;scarlas (44), scarla (28), scar-las (5), 'scards-la' (2), scar'la (1), scarlats (1), skarla (1), skarlas (1), 'scard-la' (1)
tonight;tonight;108;
rookie;rookie, rookies, rookys;76;rookie (48), rookies (27), rookys (1)
streams;streams, stream, streaming, streamer, streamez, streamé;86;streams (35), stream (25), streaming (22), streamer (2), streamez (1), streamé (1)
cassos;cassos, cassos', k-sos, cas-soc', cas-soces, cas-sos, cas-sos', cas-soss, cas-soc, cassoc', cassoces, k-soss, cas'soc, cas-soce;92;cassos (62), cassos' (10), k-sos (8), cas-soc' (2), cas-soces (1), cas-sos (1), cas-sos' (1), cas-soss (1), cas-soc (1), cassoc' (1), cassoces (1), k-soss (1), cas'soc (1), cas-soce (1)
kahba;kahba, kehba, kah, kahbas, kehbas, khabas, kah', khaba, khabs, kehb, keh', keh's;83;kahba (38), kehba (16), kah (10), kahbas (6), kehbas (4), khabas (2), kah' (2), khaba (1), khabs (1), kehb (1), keh' (1), keh's (1)
mé-cra;mé-cra, mekra, mécra, més-cra, mée-cra, mées-cra, me-cra, mé-crâ, mé-cras, mecra;119;mé-cra (64), mekra (18), mécra (13), més-cra (10), mée-cra (5), mées-cra (3), me-cra (3), mé-crâ (1), mé-cras (1), mecra (1)
sonne-per;sonne-per, sonneper;89;sonne-per (86), sonneper (3)
noich;noich, noich', noichs, nois-ch', noi-chs, noi-ch;52;noich (25), noich' (14), noichs (9), nois-ch' (2), noi-chs (1), noi-ch (1)
inspi;inspi, inspi';420;inspi (225), inspi' (195)
reum;reum, reums, reum';95;reum (76), reums (10), reum' (9)
wari;wari, wahri;52;wari (47), wahri (5)
champ';champ', champ's;86;champ' (79), champ's (7)
dick;dick, dicks;74;dick (71), dicks (3)
hashtag;hashtag, hashtags, hash-tag;59;hashtag (49), hashtags (9), hash-tag (1)
ie-v;ie-v, iv', i-ve, ies-v, i-v, iv-e, ie-v', i-ves, iv's;88;ie-v (42), iv' (31), i-ve (4), ies-v (4), i-v (2), iv-e (2), ie-v' (1), i-ves (1), iv's (1)
narvalo;narvalo, narvalos, narvallo, narvalow, narvalé, narvallos, narvali, narvalito;83;narvalo (52), narvalos (24), narvallo (2), narvalow (1), narvalé (1), narvallos (1), narvali (1), narvalito (1)
ne-zo;ne-zo, nezo;45;ne-zo (42), nezo (3)
te-boî;te-boî, te-boi, tes-boî, teboi, teboî, teu-boî, 'te-boî', ter-boî;72;te-boî (40), te-boi (24), tes-boî (3), teboi (1), teboî (1), teu-boî (1), 'te-boî' (1), ter-boî (1)
handek;handek, hendek, hendeck, hendeks, handeks, handeck, handèk;93;handek (48), hendek (34), hendeck (4), hendeks (3), handeks (2), handeck (1), handèk (1)
pé-ta;pé-ta, per-ta, pe-ta, pé-ta', ppé-ta;114;pé-ta (75), per-ta (31), pe-ta (6), pé-ta' (1), ppé-ta (1)
vatos;vatos, vato;70;vatos (60), vato (10)
zeille;zeille, seille, 'zeille, seille', seil', 'seil, seille-', zeil', zeille', zeill', 'zeil;67;zeille (26), seille (20), 'zeille (7), seille' (4), seil' (3), 'seil (2), seille-' (1), zeil' (1), zeille' (1), zeill' (1), 'zeil (1)
qué-blo;qué-blo, québlo, quer-blo, keblo, qués-blo, queblo, que-blo;38;qué-blo (26), québlo (4), quer-blo (3), keblo (2), qués-blo (1), queblo (1), que-blo (1)
ceau-mor;ceau-mor, ceaux-mor, ceaumor, 'ceaux-mor', ço-mor, ceau-more, ceau-mors, ceau-mor';104;ceau-mor (62), ceaux-mor (32), ceaumor (3), 'ceaux-mor' (3), ço-mor (1), ceau-more (1), ceau-mors (1), ceau-mor' (1)
illes-cou;illes-cou, ille-cou, yeu-cou, lles-coui, yeucou, yeukou, yeucous, lles-c', illeus-cou, 'ille-cou', ieu-cou, illes-cou', illeu-cou, yeukous, yeu-kou, ieucous, lle-cou, lle-cou', lle-coui, lles-cou, lles-iouc, ieucou, llec';87;illes-cou (26), ille-cou (14), yeu-cou (12), lles-coui (6), yeucou (4), yeukou (3), yeucous (3), lles-c' (3), illeus-cou (2), 'ille-cou' (1), ieu-cou (1), illes-cou' (1), illeu-cou (1), yeukous (1), yeu-kou (1), ieucous (1), lle-cou (1), lle-cou' (1), lle-coui (1), lles-cou (1), lles-iouc (1), ieucou (1), llec' (1)
ré-ti;ré-ti, rer-ti, re-ti, réti, 'ré-ti', reti, rent-ti;91;ré-ti (48), rer-ti (25), re-ti (12), réti (3), 'ré-ti' (1), reti (1), rent-ti (1)
barjot;barjot, barjo, barjots, barjos, barje, barj', barjes;94;barjot (28), barjo (23), barjots (19), barjos (13), barje (7), barj' (2), barjes (2)
hlel;hlel;98;
rapta;rapta, khabta, raptas, rhabta, rhapta, khaptas;70;rapta (50), khabta (12), raptas (3), rhabta (3), rhapta (1), khaptas (1)
pénave;pénave, penave, pénaves, pénavent, pénav, pénav';73;pénave (58), penave (5), pénaves (4), pénavent (3), pénav (2), pénav' (1)
pote-ca;pote-ca, potes-ca, pote-k, potte-ca, pottes-ca, poteca, potecas, 'potes-ca';94;pote-ca (67), potes-ca (21), pote-k (1), potte-ca (1), pottes-ca (1), poteca (1), potecas (1), 'potes-ca' (1)
sé-po;sé-po, ser-po, se-po, sé-po', ser-po';93;sé-po (71), ser-po (16), se-po (3), sé-po' (2), ser-po' (1)
banger;banger, bangers, bangerz;68;banger (45), bangers (21), bangerz (2)
cabeza;cabeza, cabesa, cabess, cabessa, cabez', cabess';58;cabeza (41), cabesa (11), cabess (2), cabessa (2), cabez' (1), cabess' (1)
cliquos;cliquos, clicos, clicquot, clikos, cliquot, cliquose, clikoss;73;cliquos (21), clicos (20), clicquot (19), clikos (6), cliquot (5), cliquose (1), clikoss (1)
le-gueu;le-gueu, le-geu, legueu, 'le-gueu', le-gue;32;le-gueu (24), le-geu (3), legueu (2), 'le-gueu' (2), le-gue (1)
mythonne;mythonne, mythonnent, mythonner, mythonnes, mythone, mythonné, mythones, mythoner, mythonais, mythonnez, mytonne;78;mythonne (23), mythonnent (17), mythonner (16), mythonnes (7), mythone (5), mythonné (3), mythones (2), mythoner (2), mythonais (1), mythonnez (1), mytonne (1)
pers';pers';96;
ter-sau;ter-sau, té-sau, te-sau, ter-saut, tésau, tersau;76;ter-sau (35), té-sau (32), te-sau (6), ter-saut (1), tésau (1), tersau (1)
tiekson;tiekson, tiek-son, tieksons, tiek'son, tieckson, tiequson;82;tiekson (68), tiek-son (6), tieksons (5), tiek'son (1), tieckson (1), tiequson (1)
ble-ta;ble-ta, 'ble-ta', bles-ta, 'bles-ta', bleta, bleau-ta;73;ble-ta (67), 'ble-ta' (2), bles-ta (1), 'bles-ta' (1), bleta (1), bleau-ta (1)
shawty;shawty, shorty, shawtey, shawdy;47;shawty (31), shorty (14), shawtey (1), shawdy (1)
té-mon;té-mon, ter-mon, te-mon, témon, tée-mon, tées-mon, 'té-mon', ter-mon', tez-mon;99;té-mon (42), ter-mon (32), te-mon (14), témon (4), tée-mon (2), tées-mon (2), 'té-mon' (1), ter-mon' (1), tez-mon (1)
geush;geush, geushs, geuch, geuchs, gue-sh', ge-sh', guesh, geuch', gueshs, geush', gues-sch', geu-sh, geushe, ge-sh, geusch, geuches;62;geush (13), geushs (10), geuch (8), geuchs (6), gue-sh' (5), ge-sh' (4), guesh (3), geuch' (3), gueshs (2), geush' (2), gues-sch' (1), geu-sh (1), geushe (1), ge-sh (1), geusch (1), geuches (1)
lyriciste;lyriciste, lyricistes, lyricisme, lyricsiste, lyrisiste, lyricste;68;lyriciste (42), lyricistes (21), lyricisme (2), lyricsiste (1), lyrisiste (1), lyricste (1)
rée-soi;rée-soi, rées-soi, ré-soi, ré-ssoi, rée-ssoi, réesoi, réessoi;93;rée-soi (58), rées-soi (16), ré-soi (13), ré-ssoi (3), rée-ssoi (1), réesoi (1), réessoi (1)
garo;garo, garos, garot, garro, garots, garo', garohs, garro';88;garo (43), garos (17), garot (10), garro (8), garots (7), garo' (1), garohs (1), garro' (1)
pimp;pimp, pimper, pimpé, pimpe, pimp', pimpage, pimpance, pimpeur, pimpin, pimpin', pimpent;84;pimp (61), pimper (7), pimpé (7), pimpe (2), pimp' (1), pimpage (1), pimpance (1), pimpeur (1), pimpin (1), pimpin' (1), pimpent (1)
power;power, powers;89;power (80), powers (9)
caliente;caliente, calienté, calien', calientes;42;caliente (39), calienté (1), calien' (1), calientes (1)
gé-chan;gé-chan, ger-chan, gée-chan, 'gé-chan';72;gé-chan (51), ger-chan (19), gée-chan (1), 'gé-chan' (1)
smile;smile, smilin', smiles, smiler, smilent;68;smile (62), smilin' (2), smiles (2), smiler (1), smilent (1)
veuchs;veuchs, veuch', veuch, veux-che, veux-ch', veuches, veux-ch, veux-cheu';88;veuchs (33), veuch' (19), veuch (17), veux-che (7), veux-ch' (5), veuches (4), veux-ch (2), veux-cheu' (1)
player;player, players, playeur;89;player (61), players (26), playeur (2)
charbonneur;charbonneur, charbonneurs, charboneur, charbonheur;73;charbonneur (42), charbonneurs (29), charboneur (1), charbonheur (1)
digi;digi, digis;32;digi (29), digis (3)
gratos;gratos;99;
matrixé;matrixé, matrixés, matrixer, matrixée;73;matrixé (55), matrixés (11), matrixer (6), matrixée (1)
kickeurs;kickeurs, kickeur, kickeuse;84;kickeurs (42), kickeur (40), kickeuse (2)
skills;skills, skillz, skill, skilz;75;skills (52), skillz (11), skill (10), skilz (2)
squa;squa, squa', squar;52;squa (26), squa' (25), squar (1)
baqueux;baqueux, baceux, bacqueux, backeux, baceu, baqueu, bacqeux, backeus, bacs-euh, baqeu, baqeux;77;baqueux (25), baceux (20), bacqueux (18), backeux (4), baceu (3), baqueu (2), bacqeux (1), backeus (1), bacs-euh (1), baqeu (1), baqeux (1)
beef;beef, beefs;57;beef (48), beefs (9)
ris-pa;ris-pa, ri-pa, ripa, ris-pa';92;ris-pa (84), ri-pa (5), ripa (2), ris-pa' (1)
sin-cou;sin-cou, zincou, zin-cou, zincous, zins-cou, zine-cou, zinkou, sin-cous, ssin-cou, 'sin-cou';88;sin-cou (36), zincou (19), zin-cou (15), zincous (5), zins-cou (4), zine-cou (3), zinkou (2), sin-cous (2), ssin-cou (1), 'sin-cou' (1)
re-pu;re-pu, repu;85;re-pu (70), repu (15)
che-po;che-po, ches-po, chepo, che-pos, chepos;65;che-po (38), ches-po (20), chepo (5), che-pos (1), chepos (1)
rip;rip, rip';56;rip (55), rip' (1)
rre-ve;rre-ve, rre-vè, rre-ves;71;rre-ve (66), rre-vè (3), rre-ves (2)
pétou;pétou, pétous, petou, pétou';52;pétou (44), pétous (4), petou (3), pétou' (1)
reuss;reuss, reus', reuss', reusses, reu-s, reusse';56;reuss (43), reus' (6), reuss' (3), reusses (2), reu-s (1), reusse' (1)
gunshot;gunshot, gunshots;27;gunshot (22), gunshots (5)
zehef;zehef, zahef, ze-zehef, ze-ze-zehef;65;zehef (48), zahef (14), ze-zehef (2), ze-ze-zehef (1)
oi-t;oi-t, oit';60;oi-t (39), oit' (21)
pochtar;pochtar, pochtars, pochtards, pochetards, pochtard, pochetars, pochetar, pochetard, poch'tard, poch-tar, pocht'ar, pochtar';94;pochtar (39), pochtars (17), pochtards (10), pochetards (9), pochtard (9), pochetars (3), pochetar (2), pochetard (1), poch'tard (1), poch-tar (1), pocht'ar (1), pochtar' (1)
los-ki;los-ki, lo-ki, lo-kis, lokis, los-kil, loski, lokies;69;los-ki (33), lo-ki (28), lo-kis (3), lokis (2), los-kil (1), loski (1), lokies (1)
re-mè;re-mè, re-mé, reu-mé, reumé, reumè, reu-me, reu-mè, re-mès, re-mes;69;re-mè (37), re-mé (13), reu-mé (7), reumé (5), reumè (3), reu-me (1), reu-mè (1), re-mès (1), re-mes (1)
cool-al;cool-al, col-al, cools-al, cool-al', coolal;90;cool-al (79), col-al (5), cools-al (2), cool-al' (2), coolal (2)
soir-ce;soir-ce;78;
arah;arah, aarah;32;arah (31), aarah (1)
bpm;bpm;65;bpm (65)
eins;eins, eins-s, ein-s, eins', 'eins, einss, einsse;68;eins (32), eins-s (9), ein-s (9), eins' (8), 'eins (5), einss (4), einsse (1)
headshot;headshot, headshots;45;headshot (35), headshots (10)
tofs;tofs, tof, tof', toph';75;tofs (32), tof (27), tof' (15), toph' (1)
zbar;zbar, sbar, zdar, zder, sbars, zbars, zbah, zdah, zbarr, zders, sbarre, sbar', zdars';100;zbar (30), sbar (20), zdar (12), zder (10), sbars (8), zbars (5), zbah (5), zdah (3), zbarr (2), zders (2), sbarre (1), sbar' (1), zdars' (1)
meujs;meujs, meuj, meuge, meuges, meujes, meuj', meug, meu-g, meugs, meuje, me-je;71;meujs (29), meuj (18), meuge (6), meuges (5), meujes (4), meuj' (4), meug (1), meu-g (1), meugs (1), meuje (1), me-je (1)
cé-per;cé-per, ce-per, céper, cé-per', céper', cé-pèr, cépèr, 'cer-per', cerper;82;cé-per (55), ce-per (9), céper (9), cé-per' (3), céper' (2), cé-pèr (1), cépèr (1), 'cer-per' (1), cerper (1)
ien-ch;ien-ch, iench, iench', ien-ch', ienchs, iens-ch, 'ien-ch', 'iens-ch';63;ien-ch (27), iench (20), iench' (6), ien-ch' (3), ienchs (3), iens-ch (2), 'ien-ch' (1), 'iens-ch' (1)
que-tru;que-tru, ke-tru, ques-tru, c-tru, ce-tru, cs-tru, keu-tru, keu-trus, queu-trus, ck-tru, ce-truc, ques-tru';51;que-tru (21), ke-tru (9), ques-tru (5), c-tru (3), ce-tru (3), cs-tru (3), keu-tru (2), keu-trus (1), queu-trus (1), ck-tru (1), ce-truc (1), ques-tru' (1)
trom';trom', trom, tro-m;89;trom' (47), trom (40), tro-m (2)
wife;wife;77;
kisdés;kisdés, kisdé, kissdé, kis-dé, kissdés, kiss-dé, quisdés, kisder, quisdé, quis-dé;72;kisdés (35), kisdé (12), kissdé (8), kis-dé (7), kissdés (4), kiss-dé (2), quisdés (1), kisder (1), quisdé (1), quis-dé (1)
perpet';perpet', perpette, perpèt, perpét;41;perpet' (31), perpette (5), perpèt (3), perpét (2)
terma;terma, tarma, termas, tarmas, tarm', terma';63;terma (34), tarma (21), termas (4), tarmas (2), tarm' (1), terma' (1)
tte-cha;tte-cha, teu-cha, te-cha, teucha, te-chat, ttes-cha, tte-cha', ttes-chas, teuchas, teu-sha;64;tte-cha (33), teu-cha (9), te-cha (8), teucha (7), te-chat (2), ttes-cha (1), tte-cha' (1), ttes-chas (1), teuchas (1), teu-sha (1)
tards-bâ;tards-bâ, tarba, tard-bâ, tar-ba, tarbas, tard-ba, tards-ba, tar-bâ, tard-bar, tardb-bâ, tarbâ;67;tards-bâ (14), tarba (12), tard-bâ (12), tar-ba (11), tarbas (5), tard-ba (4), tards-ba (4), tar-bâ (2), tard-bar (1), tardb-bâ (1), tarbâ (1)
aleykoum;aleykoum, 'aleïkoum, alaykum, alaykoum, 'alaykoum;35;aleykoum (24), 'aleïkoum (4), alaykum (3), alaykoum (2), 'alaykoum (2)
doobie;doobie, doobies, dooby, doobi, doobys;57;doobie (44), doobies (8), dooby (3), doobi (1), doobys (1)
keumé;keumé, keumés, keu-mé, keu-més, keu-me, keumè;56;keumé (20), keumés (18), keu-mé (11), keu-més (4), keu-me (2), keumè (1)
puterie;puterie, puteries;16;puterie (15), puteries (1)
vamos;vamos;71;
camo;camo, camo';24;camo (22), camo' (2)
cistes-ra;cistes-ra, ciste-ra, cist-ra, ciste-ras, 'cistes-ra', cisteras;72;cistes-ra (36), ciste-ra (30), cist-ra (2), ciste-ras (2), 'cistes-ra' (1), cisteras (1)
faux-culs;faux-culs, faux-cul;69;faux-culs (43), faux-cul (26)
sse-lia;sse-lia, sses-lia;60;sse-lia (46), sses-lia (14)
trav';trav', trave', trav's, travs';68;trav' (64), trave' (2), trav's (1), travs' (1)
chant-mé;chant-mé, chanmé, chan-mé, chants-mé, 'chant-mé', chantmé, chan-més;64;chant-mé (34), chanmé (13), chan-mé (11), chants-mé (3), 'chant-mé' (1), chantmé (1), chan-més (1)
ché-cra;ché-cra, cher-cra, chécra, che-cra, 'ché-cra';74;ché-cra (34), cher-cra (27), chécra (9), che-cra (3), 'ché-cra' (1)
del';del', dél;19;del' (15), dél (4)
pine-co;pine-co, pines-co, pine-cos, pinco, 'pine-co', 'pines-co';51;pine-co (29), pines-co (16), pine-cos (2), pinco (2), 'pine-co' (1), 'pines-co' (1)
